ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
604	0,10,0,2	8,2,21,16	10,24,11,0	0,3,4,10	697	39
605	0,0,0,0	4,2,0,4	0,0,1,0	3,0,3,0	76	39
606	151,97,83,71	2,0,18,0	87,67,84,131	0,5,6,5	116	39
607	166,102,89,71	1,0,2,3	93,70,93,138	0,3,0,0	121	39
608	17,5,24,0	1,0,2,3	6,8,15,12	0,3,0,0	44	39
609	54,23,61,34	6,1,7,4	23,24,23,52	0,0,0,8	42	39
610	81,21,87,65	89,87,81,76	67,65,60,70	100,80,65,67	51	39
616	49,45,46,28	1,2,0,0	26,64,14,48	0,0,0,0	766	39
617	464,373,322,218	17,16,15,5	281,323,259,334	7,11,8,22	114	39
620	1,0,4,0	2,4,14,15	11,4,0,0	4,4,9,2	210	39
621	0,2,0,0	60,35,27,36	0,0,0,0	49,36,35,28	48	39
623	38,19,30,19	0,2,5,0	22,39,15,19	0,0,0,0	79	39
625	2,0,0,0	5,0,4,0	0,0,1,0	0,0,6,0	42	39
626	6,3,6,0	0,0,0,0	0,0,15,3	0,0,1,0	94	39
627	5,2,18,2	26,16,32,14	3,1,12,2	16,9,15,10	348	39
631	0,0,0,0	28,16,10,14	0,0,1,0	11,20,27,13	42	39
633	1,0,0,3	1,0,0,5	1,0,0,0	2,0,0,4	42	39
635	17,18,6,1	81,49,78,53	3,0,2,5	57,61,36,60	60	39
636	258,175,290,208	6,2,3,5	202,238,165,190	6,0,11,7	100	39
637	308,157,358,159	1,0,0,0	225,225,152,198	0,0,0,3	248	39
638	250,206,224,102	30,16,17,18	104,139,125,147	3,18,11,13	54	39
639	577,376,318,172	26,32,36,14	279,254,226,237	16,22,27,23	120	39
640	163,138,84,71	4,3,7,0	95,63,56,96	0,0,3,9	57	39
641	251,140,111,104	447,271,374,213	62,126,79,89	200,215,168,257	135	39
644	0,1,0,0	7,0,1,0	0,0,0,0	6,0,3,0	87	39
645	65,52,73,41	127,74,165,90	58,43,43,48	49,109,80,79	186	39
649	102,65,99,39	2,0,1,0	64,92,36,79	0,0,0,0	69	39
650	316,175,188,182	1,1,0,0	154,150,149,197	4,0,0,0	158	39
654	6,0,0,0	24,20,5,9	0,1,1,2	13,23,12,17	52	39
655	33,32,64,42	0,3,0,0	51,44,19,35	0,0,0,0	69	39
656	5,12,8,19	16,2,3,7	2,23,6,20	9,2,0,9	43	39
658	44,31,45,38	0,0,0,0	43,61,55,41	0,0,3,3	116	39
659	53,17,23,9	19,13,10,0	7,11,14,17	10,15,7,17	45	39
667	0,0,0,0	16,0,6,0	0,6,0,7	4,7,0,6	77	39
670	120,70,38,66	32,25,42,28	60,66,35,40	51,24,23,20	1181	39
672	122,118,85,97	13,14,0,4	70,93,40,95	3,8,8,5	109	39
673	22,12,19,11	6,1,2,0	17,30,25,22	1,0,0,0	42	39
675	409,256,408,229	7,3,4,0	233,268,253,334	2,0,0,0	794	39
677	101,86,150,94	0,0,0,0	133,117,79,159	0,0,2,0	43	39
679	3,12,3,7	1,0,0,0	14,2,4,4	2,1,2,0	57	39
680	37,23,25,20	1,0,0,0	24,22,16,36	2,1,2,0	67	39
681	34,15,22,13	0,4,0,0	15,20,12,32	5,0,0,0	49	39
683	11,4,33,25	26,11,11,32	12,23,16,27	12,21,17,12	42	39
685	11,9,12,0	0,1,0,0	2,11,5,13	0,0,1,0	42	39
688	10,0,4,8	0,1,9,7	6,5,4,12	8,9,5,1	77	39
